0,20
86400,100
946800,802
1033200,1000
9932400,10000
21254400,100003
22982400,1000003
31449600,10000001
38617200,100000012
83462400,1000000000
124848000,10000000000
146016000,360933880766465
148003200,8906022500433920
148867200,12321271228407808
252201600,445966921494585345
